candidate_size,repetition,original_length,reconstructed_length,spectrum_size,levenshtein_similarity,execution_time
20,1,200,200,193,42.00000000000001,0.10546207427978516
20,2,200,200,193,43.50000000000001,0.06794214248657227
20,3,200,200,193,51.0,0.0188291072845459
20,4,200,200,193,50.5,0.06099963188171387
20,5,200,200,193,43.50000000000001,0.026077985763549805
