candidate_size,repetition,original_length,reconstructed_length,spectrum_size,levenshtein_similarity,execution_time
20,1,400,400,392,52.5,0.02368903160095215
20,2,400,400,392,50.24999999999999,0.014681816101074219
20,3,400,400,392,45.49999999999999,0.16823315620422363
20,4,400,400,392,48.5,0.01714920997619629
20,5,400,400,392,46.25,0.11719417572021484
