candidate_size,repetition,original_length,reconstructed_length,spectrum_size,levenshtein_similarity,execution_time
20,1,400,400,393,50.0,0.09207487106323242
20,2,400,400,393,49.75000000000001,0.2068037986755371
20,3,400,400,393,49.75000000000001,0.015675783157348633
20,4,400,400,393,49.25000000000001,0.12676191329956055
20,5,400,400,393,46.25,0.10188627243041992
