candidate_size,repetition,original_length,reconstructed_length,spectrum_size,levenshtein_similarity,execution_time
20,1,400,400,389,48.5,0.028493404388427734
20,2,400,400,389,49.0,0.019416332244873047
20,3,400,400,389,49.5,0.042534828186035156
20,4,400,400,389,50.24999999999999,0.023142337799072266
20,5,400,400,389,49.5,0.08195328712463379
