candidate_size,repetition,original_length,reconstructed_length,spectrum_size,levenshtein_similarity,execution_time
20,1,400,400,393,49.75000000000001,0.38800549507141113
20,2,400,400,393,45.75,0.42089009284973145
20,3,400,400,393,44.75,0.3933141231536865
20,4,400,400,393,43.75,0.293426513671875
20,5,400,400,393,49.75000000000001,0.2820584774017334
