candidate_size,repetition,original_length,reconstructed_length,spectrum_size,levenshtein_similarity,execution_time
3,1,250,250,244,44.8,0.06855177879333496
3,2,250,250,244,44.39999999999999,0.05789542198181152
7,1,250,250,244,48.8,0.08387088775634766
7,2,250,250,244,43.2,0.05694293975830078
12,1,250,250,244,45.199999999999996,0.17468833923339844
12,2,250,250,244,47.599999999999994,0.10150337219238281
