candidate_size,repetition,original_length,reconstructed_length,spectrum_size,levenshtein_similarity,execution_time
20,1,400,400,391,44.25,1.0703964233398438
20,2,400,400,391,40.0,1.1505351066589355
20,3,400,400,391,42.00000000000001,0.9623823165893555
20,4,400,400,391,41.5,1.0037779808044434
20,5,400,400,391,53.25,1.003389596939087
