candidate_size,repetition,original_length,reconstructed_length,spectrum_size,levenshtein_similarity,execution_time
20,1,600,600,592,50.33333333333334,0.025439739227294922
20,2,600,600,592,49.16666666666667,0.11974287033081055
20,3,600,600,592,51.16666666666667,0.024952173233032227
20,4,600,600,592,50.33333333333334,0.2909996509552002
20,5,600,600,592,50.16666666666667,0.023691892623901367
